timestamp,message
1592512039131,"2020-06-18T20:27:19.130Z	eca5da2d-8359-48ff-bf6f-9f4c38473c08	INFO	verfy jtoke:  google-oauth2|112163769770696026871
"
1592512039131,"{""name"":""auth"",""iss"":""https://dev-wmbxg6y0.auth0.com/"",""sub"":""google-oauth2|112163769770696026871"",""aud"":""rciXaLEQgZMYVMsQ49WqCs0dsm1oX1OO"",""iat"":1592509481,""exp"":1592545481,""at_hash"":""tNlaTZ8hknKPm8_kszfpPA"",""nonce"":""N4DazKqcRy-drZkTvuXUxJiA_ZiiMtEh"",""level"":""info"",""message"":""User was authorized""}
"
1592512039133,"END RequestId: eca5da2d-8359-48ff-bf6f-9f4c38473c08
"
1592512039133,"REPORT RequestId: eca5da2d-8359-48ff-bf6f-9f4c38473c08	Duration: 433.59 ms	Billed Duration: 500 ms	Memory Size: 1024 MB	Max Memory Used: 72 MB	Init Duration: 169.99 ms	
"
1592512415621,"START RequestId: 03c4ca36-a481-40fc-931b-5cf85c4f43a0 Version: $LATEST
"
1592512415626,"{""name"":""auth"",""level"":""info"",""message"":""Authorizing a user""}
"
1592512415626,"2020-06-18T20:33:35.626Z	03c4ca36-a481-40fc-931b-5cf85c4f43a0	INFO	verifyToken
"
1592512415626,"2020-06-18T20:33:35.626Z	03c4ca36-a481-40fc-931b-5cf85c4f43a0	INFO	authHeader:  Bearer eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6IkkxaF9ETVAwX1A4QjBXb1VsQnBjSCJ9.eyJpc3MiOiJodHRwczovL2Rldi13bWJ4ZzZ5MC5hdXRoMC5jb20vIiwic3ViIjoiZ29vZ2xlLW9hdXRoMnwxMTIxNjM3Njk3NzA2OTYwMjY4NzEiLCJhdWQiOiJyY2lYYUxFUWdaTVlWTXNRNDlXcUNzMGRzbTFvWDFPTyIsImlhdCI6MTU5MjUxMDE0NiwiZXhwIjoxNTkyNTQ2MTQ2LCJhdF9oYXNoIjoiWk1ZYXQyTTRpODF6NmpQSU5vV1lFUSIsIm5vbmNlIjoiQkFhdnFuUWxPQkwtVDZxTk5sQy1md3VfZHhxRFhQLVIifQ.JnbgUge1hwUKUqkQmfz04snoXFSqbtJNutIxfBZpfNxN6OpVAQ5f7qB69S1nyYiNpbpqC3zAfdEGQK3SyGnMQ8-mScrKSe2_2SKtpwPJ02Mz55WhHbC8YRMxQ3Z9AvBzLph71wRPWqFhhgJEKg8Vqo9BT_O6VqTf7SK-dbtZDB7gB0_-LeaRFyAC979yrGybs-Dyg5WtQZ1ORHet18VasfgSLMNNkOlKRrb861BQ9pupGl0ikxpWHnZfLfBri8En3rYY6uQENdUo_tM6ykf8ltZwQF4qEZx0J3pmrCRQiJUnAlq3LvdnZvoQCYjqd-bNFzEpToP1iqTT_54EayPa7w
"
1592512415626,"2020-06-18T20:33:35.626Z	03c4ca36-a481-40fc-931b-5cf85c4f43a0	INFO	getToken
"
1592512415626,"2020-06-18T20:33:35.626Z	03c4ca36-a481-40fc-931b-5cf85c4f43a0	INFO	User:  { alg: 'RS256', typ: 'JWT', kid: 'I1h_DMP0_P8B0WoUlBpcH' }
"
